EV Sahibi,Deplasman,Skor,EV GOL,DEP GOL,TOPLAM GOL,SONUÇ,1.5-ALT/ÜST,2.5-ALT/ÜST,3.5-ALT/ÜST,4.5-ALT/ÜST,MS-1,MS-X,MS-2,ÇŞ-1X,ÇŞ-12,ÇŞ-X2,H:02-1,H:02-X,H:02-2,H:01-1,H:01-X,H:01-2,H:10-1,H:10-X,H:10-2,H:20-1,H:20-X,H:20-2,ALL
Skive IK,Vendsyssel,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.40,2.80,2.20,1.40,1.25,1.30,7.50,4.40,1.05,4.25,3.40,1.30,1.35,3.30,3.90,1.08,4.25,7.00,ALL
Guadalupe FC,Li Deportiva,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.95,2.70,1.95,1.55,1.22,1.20,1.00,1.00,1.00,5.20,3.75,1.20,1.45,3.30,3.15,1.00,1.00,1.00,ALL
Austria Wien II,Blau Weiss Linz,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.05,3.10,3.40,1.35,1.20,1.40,5.75,4.40,1.12,3.25,3.50,1.40,1.30,3.75,3.90,1.08,4.50,6.75,ALL
Kolding,Viborg,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,3.25,3.20,1.67,1.70,1.18,1.15,9.00,4.60,1.02,5.50,3.90,1.15,1.62,3.20,2.55,1.20,3.90,4.50,ALL
FC Smolevichi,FC Gorodeya,4-1,4,1,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.10,2.60,2.80,1.20,1.30,1.40,7.50,4.10,1.08,3.85,3.05,1.40,1.22,3.35,5.50,1.00,4.30,10.00,ALL
Freiburg,Monchengladbach,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,3.50,3.30,1.65,1.80,1.22,1.15,9.50,4.60,1.00,6.00,3.95,1.15,1.75,3.20,2.45,1.25,3.85,4.30,ALL
C Glogow,Belchatow,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.85,2.90,2.95,1.20,1.25,1.50,5.75,4.00,1.15,3.10,3.10,1.50,1.20,3.60,5.50,1.02,4.50,9.50,ALL
Vozdovac,FK Napredak Krusevac,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.80,3.00,3.05,1.18,1.22,1.55,5.50,3.95,1.15,2.95,3.10,1.55,1.18,3.65,5.60,1.00,4.50,9.50,ALL
Magdeburg,Uerdingen 05,1.1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.85,2.80,3.10,1.15,1.25,1.50,5.50,4.00,1.15,3.00,3.10,1.50,1.18,3.75,5.75,1.02,4.50,10.00,ALL
Gornik Zabrze,Lechia Gdansk,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.80,2.95,3.10,1.18,1.20,1.55,5.25,4.00,1.18,2.85,3.20,1.55,1.18,3.75,5.50,1.00,1.00,1.00,ALL
Wigry,M. Legnica,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,3.30,3.10,1.67,1.67,1.20,1.15,10.00,4.50,1.02,6.00,3.90,1.15,1.60,3.10,2.65,1.20,3.90,4.75,ALL
SV Horn,FC Liefering,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.80,3.30,1.80,1.50,1.18,1.20,7.50,4.75,1.05,4.50,3.90,1.20,1.55,3.40,2.65,1.20,4.00,4.50,ALL
Floridsdorf.,Vorwarts,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.20,3.10,1.25,1.20,1.60,4.75,3.90,1.20,2.65,3.20,1.60,1.18,3.75,5.50,1.02,4.60,9.00,ALL
Bochum,Saint Pauli,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.10,2.85,2.55,1.25,1.25,1.40,6.25,4.25,1.12,3.50,3.40,1.40,1.25,3.60,4.40,1.05,4.50,7.50,ALL
A. Kidricevo,NS Mura,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.20,2.85,2.40,1.30,1.25,1.35,7.25,4.25,1.08,3.90,3.25,1.35,1.30,3.40,4.40,1.05,4.25,8.00,ALL
Ujpest,Bud. Honved,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.05,3.00,2.50,1.25,1.20,1.40,6.25,4.25,1.12,3.40,3.30,1.40,1.25,3.50,4.40,1.05,4.40,8.00,ALL
Arminia Bielefeld,Nürnberg,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.70,2.95,3.30,1.15,1.20,1.60,5.00,3.90,1.20,2.70,3.10,1.60,1.15,3.75,6.00,1.02,4.50,10.00,ALL
Busan I Park,Sangju Sangmu Phoenix,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.15,2.70,2.65,1.25,1.25,1.38,7.25,4.20,1.08,3.80,3.20,1.38,1.25,3.40,4.90,1.00,4.30,9.00,ALL
F. Düsseldorf,Hoffenheim,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.45,3.00,2.15,1.38,1.28,1.30,7.00,4.50,1.06,4.00,3.60,1.30,1.38,3.45,3.50,1.10,4.30,6.25,ALL
Zaglebie Lubin,Lech Poznan,3-3,3,3,6,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.40,2.95,2.15,1.40,1.25,1.30,7.00,4.40,1.08,4.00,3.60,1.30,1.40,3.40,3.50,1.10,4.25,6.25,ALL
Grazer AK,Aus Lustenau,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.40,3.10,2.10,1.40,1.20,1.30,7.00,4.50,1.08,4.00,3.60,1.30,1.40,3.40,3.30,1.12,4.25,5.75,ALL
FC Slutsk,Torpedo Belaz Zhodino,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.50,2.80,2.15,1.38,1.25,1.28,8.00,4.40,1.06,4.50,3.45,1.28,1.38,3.30,3.75,1.08,4.20,7.00,ALL
Wehen Wiesbaden,Dynamo Dresden,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.95,2.90,2.75,1.20,1.25,1.45,5.75,4.00,1.12,3.20,3.25,1.45,1.20,3.60,4.75,1.05,4.50,8.50,ALL
Eintracht Frankfurt,Mainz,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.25,3.25,1.15,1.22,1.65,4.40,3.95,1.22,2.55,3.30,1.65,1.15,3.95,5.40,-,4.70,8.50,ALL
1860 Münih,Würzburg,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.85,3.00,2.85,1.20,1.20,1.50,5.00,4.25,1.18,2.85,3.40,1.50,1.20,3.90,4.75,1.05,4.60,8.00,ALL
Mezokovesd Z,Paksi,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.10,3.30,1.15,1.20,1.60,4.75,3.90,1.20,2.65,3.10,1.60,1.15,3.75,6.00,1.02,4.50,10.00,ALL
Usti Nad Lab,FK Varnsdorf,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.50,3.30,3.90,1.12,1.18,1.75,3.90,3.75,1.30,2.25,3.20,1.75,1.12,4.00,6.75,1.00,4.60,10.00,ALL
Bohemians Prag,Sparta Prag,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,3.75,2.95,1.62,1.65,1.20,1.12,12.00,4.40,-,7.25,3.75,1.12,-,-,-,-,-,-,ALL
FC Seoul,Jeonbuk,1-4,1,4,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,3.85,2.95,1.62,1.67,1.22,1.10,-,-,-,7.25,3.80,1.10,1.67,2.95,2.60,1.22,3.70,4.80,ALL
Tabor Sezana,O. Ljubljana,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,4.00,3.40,1.50,1.80,1.15,1.08,10.00,4.60,-,7.00,4.25,1.08,-,-,-,-,-,-,ALL
Pohang Steelers,Ulsan Hora-I,0-4,0,4,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.75,2.90,1.95,1.45,1.22,1.22,8.50,4.50,-,4.90,3.55,1.22,1.45,3.20,3.30,1.12,4.10,6.00,ALL
B. Leverkusen,Bayern Münih,2-4,2,4,6,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,4.40,3.90,1.38,2.15,1.15,1.08,9.75,4.80,-,6.75,4.40,1.08,2.15,3.40,1.85,1.45,3.70,2.90,ALL
Jav Ivanjica,FK Vojvodina,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,5.60,3.75,1.30,2.10,1.12,1.00,14.00,4.40,-,9.75,4.20,1.00,2.10,3.00,1.80,1.48,3.35,3.05,ALL
VSN Varazdin,Dinamo Zagreb,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,9.50,4.40,1.12,2.65,1.05,-,-,-,-,15.00,4.25,-,2.65,3.20,1.40,1.95,3.20,2.15,ALL
FC Dinamo Brest,FC Minsk,6-1,6,1,7,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.32,3.65,5.30,1.05,1.12,2.05,3.05,3.40,1.48,1.85,3.05,2.05,1.05,4.20,9.00,-,4.40,13.00,ALL
Vitebsk,Bate Borisov,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,4.90,3.10,1.45,1.85,1.18,1.06,14.00,4.30,-,9.25,3.95,1.06,1.85,2.85,2.20,1.30,3.45,4.00,ALL
Fehervar,Kisvarda,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.40,3.50,4.50,1.08,1.15,1.90,3.50,3.50,1.35,2.05,3.00,1.90,1.08,4.00,8.00,-,4.50,12.00,ALL
Warta Poznan,Olimpia,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.60,3.10,3.60,1.12,1.20,1.67,4.75,3.75,1.20,2.55,3.00,1.67,1.12,3.75,6.75,-,4.50,12.00,ALL
Shakhtar Donetsk,Desna Chernihiv,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.20,4.50,6.25,1.02,1.08,2.35,2.40,3.30,1.70,1.55,3.20,2.35,1.02,4.40,9.50,-,-,-,ALL
Mannheim 07,Vik. Köln,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.75,2.95,3.20,1.15,1.20,1.55,5.00,3.90,1.18,2.80,3.20,1.55,1.15,3.75,5.75,-,4.50,9.50,ALL
Spartak Subo,Partizan,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,5.30,3.80,1.30,2.10,1.12,1.05,13.00,4.40,-,9.00,4.25,1.05,2.10,3.05,1.80,1.48,3.40,3.00,ALL
Vik. Zizkov,SK Lisen,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.35,3.60,5.00,1.05,1.12,2.00,3.10,3.50,1.45,1.90,3.10,2.00,1.05,4.25,8.25,-,4.50,12.00,ALL
Juniors OÖ,Wacker Innsbruck,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.45,3.00,2.10,1.40,1.20,1.30,7.50,4.40,1.05,4.25,3.50,1.30,1.40,3.40,3.40,1.12,4.25,6.25,ALL
Roskilde,Fremad Amage,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.50,3.00,2.05,1.40,1.20,1.25,7.50,4.50,1.05,4.25,3.60,1.25,1.40,3.40,3.40,1.12,4.25,6.00,ALL
Duisburg,Chemnitz,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.67,3.10,3.30,1.15,1.20,1.60,4.60,3.90,1.20,2.60,3.10,1.60,1.15,3.90,6.00,1.02,4.60,9.50,ALL
FK Cukaricki,FK Indija,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.28,3.75,6.00,-,1.10,2.15,3.15,3.25,1.48,1.80,2.85,2.15,-,4.10,11.00,-,-,-,ALL
Zory Luhansk,Kolos Kovalivka,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.25,3.75,6.00,1.05,1.12,2.15,2.95,3.30,1.50,1.75,3.00,2.15,1.05,4.25,10.00,-,-,-,ALL
1.SK Prostej,Baník Sokolv,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.55,3.20,3.90,1.10,1.18,1.75,4.00,3.75,1.30,2.30,3.10,1.75,-,-,-,-,-,-,ALL
P. Bielsko,Nieciecza,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.75,2.95,3.30,1.15,1.20,1.60,5.25,3.90,1.18,2.80,3.10,1.60,1.15,3.75,6.25,1.02,4.50,10.00,ALL
Panionios,Volos,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.85,2.85,3.05,1.18,1.22,1.52,6.00,3.95,1.12,3.20,3.00,1.52,1.18,3.55,5.90,-,4.40,10.00,ALL
Hvidovre,Nykoebing,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.15,3.00,2.40,1.30,1.20,1.40,6.00,4.25,1.12,3.40,3.50,1.40,1.30,3.60,4.00,1.08,4.50,7.00,ALL
B. Dortmund,Hertha Berlin,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.30,4.10,5.50,1.05,1.15,2.45,2.60,3.55,1.58,1.67,3.35,2.45,1.05,4.50,8.00,-,4.60,11.00,ALL
Fastav Zlin,Pribram,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.60,2.95,4.00,1.10,1.20,1.70,5.00,3.60,1.20,2.60,2.85,1.70,1.10,3.75,8.00,-,4.40,12.50,ALL
NK Slaven,HNK Gorica,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.35,2.70,2.35,1.30,1.25,1.30,8.00,4.25,1.08,4.25,3.30,1.30,1.30,3.30,4.25,1.08,4.25,8.00,ALL
Boavista,Moreirense,0-0,0,0,0,MS - X,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.20,2.60,2.65,1.25,1.30,1.35,8.00,4.25,1.08,4.00,3.10,1.35,1.25,3.30,5.25,1.05,4.25,9.50,ALL
Leipzig,Paderborn,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.10,5.30,9.50,-,1.06,3.50,1.75,3.45,2.25,1.30,3.70,3.50,-,4.50,11.00,-,-,-,ALL
Isloch,FC Ruh Brest,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.60,2.60,2.20,1.35,1.28,1.25,9.50,4.30,-,5.00,3.30,1.25,1.35,3.10,4.10,1.06,4.10,8.00,ALL
Braunschweig,Bayern Münih II,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.55,3.00,2.00,1.45,1.20,1.25,7.25,4.50,1.05,4.25,3.75,1.25,1.45,3.40,3.20,1.12,4.25,5.75,ALL
Slovan Liberec,Mlada Boleslav,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.45,3.30,4.50,1.08,1.15,1.85,3.90,3.50,1.30,2.20,2.90,1.85,1.08,4.00,8.50,-,4.40,12.50,ALL
Jagiellonia Bialystok,Wisla Plock,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.50,3.10,4.25,1.08,1.20,1.75,4.40,3.60,1.25,2.35,2.90,1.75,1.08,3.90,8.25,-,4.40,12.50,ALL
Altach,WSG Tirol,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.65,3.10,3.40,1.15,1.20,1.62,4.75,3.75,1.20,2.60,3.10,1.62,1.15,3.90,6.25,1.02,4.50,10.00,ALL
Slavia Mozyr,Neman Grodno,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.30,2.70,2.45,1.30,1.25,1.32,7.75,4.25,1.06,4.10,3.25,1.32,1.30,3.30,4.50,1.06,4.30,8.25,ALL
Zwickau,Hallescher,5-1,5,1,6,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.15,2.75,2.60,1.25,1.25,1.40,7.00,4.25,1.08,3.75,3.20,1.40,1.25,3.40,4.75,1.05,4.40,8.50,ALL
Jahn Regensburg,Darmstadt 98,3-0,3,0,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.35,2.85,2.25,1.35,1.25,1.30,7.00,4.40,1.08,4.00,3.50,1.30,1.35,3.40,3.90,1.08,4.40,7.00,ALL
Pogon Szczecin,Cracovia,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.30,2.75,2.40,1.30,1.25,1.35,7.50,4.25,1.08,4.00,3.30,1.35,1.30,3.40,4.25,1.05,4.25,8.00,ALL
Admira Wacker,Mattersburg,0-2,0,2,2,MS - 2,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.05,2.95,2.55,1.25,1.20,1.40,6.25,4.25,1.12,3.40,3.30,1.40,1.25,3.50,4.50,1.05,4.40,8.00,ALL
Meppen,H. Rostock,0-3,0,3,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.00,2.85,2.65,1.25,1.25,1.45,6.25,4.25,1.12,3.40,3.25,1.45,1.25,3.50,4.75,1.05,4.40,8.50,ALL
Hartberg,Salzburg,0-6,0,6,6,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,8.00,4.75,1.15,2.60,1.05,1.02,-,-,-,10.00,4.50,1.02,2.60,3.40,1.40,1.95,3.40,2.00,ALL
NK Istra 61,Rijeka,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,5.25,3.50,1.35,2.00,1.15,1.05,12.50,4.40,-,9.50,4.25,1.05,2.00,2.95,1.95,1.40,3.40,3.40,ALL
FC Belshina,Dinamo Minsk,0-4,0,4,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,5.30,3.45,1.35,2.00,1.15,1.05,13.00,4.40,-,9.25,4.20,1.05,2.00,3.00,1.95,1.42,3.45,3.25,ALL
Wisla Krakow,Legia Varşova,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,4.00,3.10,1.55,1.75,1.20,1.08,-,-,-,7.50,4.00,1.08,1.75,3.00,2.35,1.25,3.60,4.25,ALL
S&B Vlasim,Dukla Prag,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,3.30,3.20,1.65,1.62,1.20,1.15,9.00,4.60,1.02,5.75,3.90,1.15,1.67,3.25,2.50,1.25,3.90,4.40,ALL
Teplice,Jablonec,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,3.30,2.90,1.75,1.55,1.20,1.15,10.00,4.40,1.02,6.25,3.75,1.15,1.60,3.00,2.90,1.18,3.90,5.50,ALL
AC Horsens,Brondby,3-2,3,2,5,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,3.00,3.10,1.80,1.55,1.20,1.18,9.00,4.50,1.02,5.25,3.75,1.18,1.55,3.20,2.85,1.18,4.00,5.00,ALL
NK Domzale,NK Maribor,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,3.00,3.00,1.80,1.55,1.20,1.18,9.00,4.50,1.02,5.25,3.75,1.18,1.55,3.20,2.85,1.18,4.00,5.00,ALL
Opava,Slovacko,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,3.25,2.85,1.80,1.55,1.25,1.15,12.00,4.40,1.02,6.50,3.60,1.15,1.55,2.95,3.10,1.15,3.90,6.00,ALL
Nordsjælland,Midtjylland,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.80,3.10,1.85,1.50,1.20,1.20,8.00,4.60,1.05,4.75,3.75,1.20,1.50,3.30,2.90,1.18,4.00,5.00,ALL
Werder Bremen,Wolfsburg,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,2.85,2.90,2.00,1.48,1.28,1.22,9.00,4.50,-,5.10,3.60,1.22,1.48,3.20,3.25,1.12,4.10,6.00,ALL
Naestved,HB Koege,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.70,2.90,2.00,1.45,1.25,1.25,8.50,4.50,1.05,4.75,3.60,1.25,1.45,3.25,3.30,1.12,4.00,6.00,ALL
Wolfsberg,LASK,3-3,3,3,6,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.60,3.00,2.00,1.45,1.20,1.25,8.00,4.50,1.05,4.50,3.60,1.25,1.45,3.30,3.20,1.12,4.25,5.75,ALL
Odra Opole,Jastrzebie,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.55,2.80,2.15,1.40,1.25,1.25,8.25,4.40,1.05,4.60,3.40,1.25,1.40,3.25,3.75,1.08,4.25,7.00,ALL
FC Lviv,SC Dnipro-1,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.60,2.75,2.15,1.40,1.25,1.25,9.00,4.25,1.05,5.00,3.30,1.25,1.40,3.10,3.90,1.08,4.25,7.50,ALL
Zalaegerszeg,Puskas Akad,2-0,2,0,2,MS - 1,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.25,3.10,2.20,1.35,1.20,1.35,6.25,4.40,1.08,3.60,3.60,1.35,1.35,3.50,3.50,1.10,4.40,6.00,ALL
Arka Gdynia,Slask Wroclaw,2-1,2,1,3,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.50,2.75,2.20,1.35,1.25,1.25,8.50,4.40,1.05,4.60,3.40,1.25,1.35,3.25,3.90,1.08,4.25,7.25,ALL
Seongnam FC,Daegu FC,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,2.60,2.60,2.25,1.35,1.28,1.25,9.50,4.30,1.00,5.00,3.30,1.25,1.35,3.10,4.20,1.06,4.10,8.00,ALL
Sigma Olomouc,Banik Ostrava,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.35,2.75,2.30,1.30,1.25,1.30,8.00,4.25,1.05,4.25,3.30,1.30,1.30,3.30,4.25,1.08,4.25,8.00,ALL
Aalborg BK,AGF Aarhus,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,2.05,2.90,2.55,1.25,1.25,1.40,6.50,4.25,1.10,3.60,3.30,1.40,1.25,3.50,4.50,1.05,4.40,8.00,ALL
Olimpik Donetsk,Mariupol,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,2.15,2.80,2.55,1.25,1.25,1.40,7.25,4.25,1.08,3.90,3.20,1.40,1.25,3.30,4.75,1.05,4.25,8.50,ALL
Union Berlin,Schalke 04,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,2.20,2.80,2.60,1.25,1.30,1.38,7.00,4.20,1.08,3.75,3.25,1.38,1.25,3.45,4.70,1.05,4.40,8.50,ALL
Vysehrad,MFK Chrudim,1-3,1,3,4,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.80,3.00,3.00,1.18,1.20,1.55,5.25,4.00,1.18,2.85,3.20,1.55,1.18,3.75,5.25,1.02,4.50,9.00,ALL
Odense,Esbjerg,3-1,3,1,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.85,2.85,3.10,1.18,1.25,1.50,5.75,4.00,1.15,3.10,3.10,1.50,1.18,3.60,5.75,1.02,4.50,10.00,ALL
NK Bravo,Triglav,1-0,1,0,1,MS - 1,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.70,3.20,3.20,1.15,1.20,1.60,4.60,3.90,1.20,2.65,3.20,1.60,1.15,3.90,5.50,1.02,4.60,9.00,ALL
Rapid Wien,Sturm Graz,4-0,4,0,4,MS - 1,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.70,3.10,3.20,1.15,1.20,1.60,4.60,3.90,1.20,2.65,3.20,1.60,1.15,3.90,5.50,1.02,4.60,9.00,ALL
GKS Tychy,Chojniczanka,1-2,1,2,3,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ALT,4.5 ALT,1.67,3.00,3.40,1.15,1.20,1.62,4.75,3.75,1.20,2.65,3.10,1.62,1.15,3.75,6.25,1.02,4.50,10.00,ALL
SonderjyskE,Silkeborg,2-2,2,2,4,MS - X,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ALT,1.60,3.25,3.50,1.12,1.18,1.67,4.25,3.75,1.25,2.40,3.20,1.67,1.12,4.00,6.00,1.02,4.60,9.50,ALL
Suwon Samsung Bluewings,Gwangju FC,0-1,0,1,1,MS - 2,1.5 ALT,2.5 ALT,3.5 ALT,4.5 ALT,1.67,2.90,3.60,1.12,1.22,1.62,5.50,3.75,1.18,2.85,2.85,1.62,1.12,3.65,7.25,-,4.30,12.00,ALL
Rio Ave,P. Ferreira,2-3,2,3,5,MS - 2,1.5 ÜST,2.5 ÜST,3.5 ÜST,4.5 ÜST,1.55,3.00,4.25,1.08,1.20,1.75,4.40,3.60,1.25,2.40,2.95,1.75,1.08,3.90,8.00,-,-,-,ALL
Rakow Czestochowa,LKS Lodz,1-1,1,1,2,MS - X,1.5 ÜST,2.5 ALT,3.5 ALT,4.5 ALT,1.50,3.20,4.25,1.08,1.18,1.75,4.25,3.60,1.30,2.30,2.95,1.75,1.08,4.00,7.50,-,4.40,12.00,ALL
